region,altitude,surface,parcelle_active,plante_reference,climat,typo_pays_principale,typo_pays_secondaire,bassin_prod_principal,bassin_prod_secondaire,topographie,plan_eau,exposition,orientation_vent,enclave,corridor,drain,biogeoregions,seqnum,hex_area,CLC,CHELSA_tas,CHELSA_spi12
NORMANDIE,,,0,Mais,Oceanique,Bocage a dominante polyculture elevage,Open field,Zone d'elevage,Zone d'elevage,Plaine,0,Ombrage,Ouest,0,0,0,,626202,95977942.2374267,21,7.68604332901711,-272.745929451876
NORMANDIE,110,5.2,1,Mais,Oceanique,Bocage a dominante polyculture elevage,Bocage a dominante polyculture elevage,Zone de polyculture-elevage,Zone de polyculture-elevage,Haut de coteau,0,Semi ombrage,Ouest,0,0,0,,627654,95977942.2604289,23,7.51842195667021,-272.601811637655
GRAND-EST,177,8.62,1,Mais,Continental,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Semi ombrage,Ouest,0,1,0,,1094867,95977943.0152473,21,6.62023305892944,-272.712502070836
GRAND-EST,302,1.8,0,Salade,Continental,Paysage mixte,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1094865,95977942.9815918,21,6.43024432302235,-272.750958105761
GRAND-EST,245,1.15,1,Mais,Continental,Paysage mixte,"Batis, milieu rural",Zone de polyculture-elevage,Zone de polyculture-elevage,Autres,0,Plein soleil,Ouest,0,1,0,,1091955,95977943.0205987,21,6.17188956751626,-272.606803578033
CENTRE-VAL DE LOIRE,100,2,1,Salade,Semi-oceanique,Paysage mixte,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,1,1,,1067840,95977942.0641763,21,8.15541552348309,-273.390904805746
BRETAGNE,107,5.41,1,Mais,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Bas de coteau,0,Semi ombrage,Ouest,0,0,0,,634937,95977942.2164198,21,7.97976609071096,-273.523094903855
BRETAGNE,74,4.96,1,Mais,Oceanique,Bocage a dominante polyculture elevage,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Plein soleil,Nord-Ouest,0,1,0,,632754,95977942.2173465,21,8.29082589459843,-272.913019846177
NORMANDIE,73,8.5,0,Ble,Oceanique,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Haut de coteau,0,Plein soleil,Nord-Ouest,0,1,0,,626931,95977942.2286699,21,7.28882095673505,-272.740704166188
CENTRE-VAL DE LOIRE,152,15,1,Ble,Semi-oceanique,Open field,Information inconnue,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1066397,95977942.1662558,21,7.23756700718897,-272.614427555242
CENTRE-VAL DE LOIRE,243,2.06,1,Ble,Oceanique,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Haut de coteau,0,Plein soleil,Nord-Ouest,0,1,0,,1075862,95977942.1466785,23,7.50900672237325,-272.639628155631
CENTRE-VAL DE LOIRE,140,25,1,Ble,Oceanique,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Nord,0,1,1,,1070032,95977942.1170457,24,8.24095831721662,-273.238073142178
CENTRE-VAL DE LOIRE,114,2.37,1,Mais,Oceanique,Paysage mixte,Information inconnue,Zone de polyculture-elevage,Zone de polyculture-elevage,Plateau,0,Plein soleil,Nord,0,1,0,,1069296,95977942.0600456,21,8.29723642501363,-273.251961924547
PAYS DE LOIRE,22,1.25,1,Salade,Oceanique a semi-oceanique nord,Paysage mixte,"Batis, milieu rural",Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Ouest,0,1,0,,641519,95977942.0298402,21,8.63302151073109,-273.586000014796
NORMANDIE,102,4.9,1,Mais,Oceanique a semi-oceanique nord,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,626202,95977942.2374267,21,7.68604332901711,-272.745929451876
AUVERGNE-RHONE-ALPES,142,1.31,1,Mais,Mediterraneen,Paysage mixte,"Batis, milieu suburbain",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Semi ombrage,Nord,0,1,0,,1095554,95977942.4271086,3,7.38101264193088,-274.830567565145
NORMANDIE,168,10.28,1,Ble,Oceanique,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,626940,95977942.1712722,21,7.09821535292126,-272.847136724563
NOUVELLE-AQUITAINE,120,8.5,0,Mais,Semi-oceanique a semi-continental,"Batis, milieu rural",Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,0,1,,1075091,95977941.8631241,21,8.94735105148214,-272.486954846919
PROVENCE-ALPES-COTE D'AZUR,30,0.6,1,Salade,"Mediterraneen, zone de l'olivier","Batis, milieu rural",Paysage mixte,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Nord,0,0,0,,1100651,95977942.416446,24,10.4855349691291,-274.797624889173
HAUTS-DE-FRANCE,,9.37,1,Ble,Oceanique a semi-oceanique nord,Open field,Open field,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1066413,95977942.3035567,21,6.69010678003001,-273.338252222815
NORMANDIE,,3,1,Salade,Semi-oceanique,Paysage mixte,"Batis, milieu suburbain",Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,622563,95977942.2405663,3,7.19619844949733,-272.538127519931
GRAND-EST,200,0.67,0,Salade,Continental,Paysage mixte,"Batis, milieu urbain",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1094136,95977942.9665528,3,5.75722977626755,-272.831922783909
PAYS DE LOIRE,75,3.9,1,Ble,Oceanique a semi-oceanique nord,Paysage mixte,"Batis, milieu rural",Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Ouest,0,0,0,,642247,95977942.0278552,21,8.51464252937131,-273.759570610232
NOUVELLE-AQUITAINE,16,1.2,1,Mais,Semi-oceanique a semi-continental,Open field,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,,1072917,95977941.9257545,21,9.22742072074644,-273.058772523942
NOUVELLE-AQUITAINE,42,7.38,1,Ble,Oceanique a semi oceanique sud,Open field,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1064906,95977941.930834,21,9.00741419380094,-273.624319947796
OCCITANIE,200,3.2,1,Mais,Semi-oceanique,Paysage mixte,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,,0,Plein soleil,Information inconnue,0,0,0,,1078745,95977941.9311829,21,8.75194700662192,-272.897665048574
NORMANDIE,164,7.93,1,Ble,Oceanique,Paysage mixte,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,627669,95977942.1633392,21,7.03225828486787,-272.858511840098
PROVENCE-ALPES-COTE D'AZUR,115,2.3,1,Vigne,"Mediterraneen, zone de l'olivier",Paysage mixte,Paysage mixte,Bassin viticole,Bassin viticole,Plateau,0,Plein soleil,Nord,0,0,0,,1099193,95977942.399346,24,10.1538674508372,-274.720711591167
HAUTS-DE-FRANCE,80,15,1,Ble,Oceanique a semi oceanique sud,Open field,Paysage mixte,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,0,0,,1066411,95977942.2853385,21,6.71528705709121,-273.23588292739
PROVENCE-ALPES-COTE D'AZUR,25,2.6,1,Salade,"Mediterraneen, zone de l'olivier",Paysage mixte,Zone forestiere,Zone maraichere,Zone maraichere,Plaine,0,Plein soleil,Nord,0,0,0,,1099919,95977942.3726272,21,10.9461358716411,-274.739935499622
GRAND-EST,369,17,1,Ble,Semi-continental nord,Open field,Open field,Zone de polyculture-elevage,Zone de polyculture-elevage,Bas de coteau,0,Plein soleil,Ouest,0,0,0,,1089027,95977942.7777358,21,5.79588057013119,-272.581583180147
OCCITANIE,66,0.97,0,Vigne,,,,,,,0,,,0,1,0,,1099916,95977942.3384617,21,11.5697446120413,-274.608420321816
NOUVELLE-AQUITAINE,25,0.7,1,Vigne,Semi-oceanique,Paysage mixte,Zone forestiere,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,0,0,,1069269,95977941.8908912,1,9.37848313247101,-272.856895350203
NORMANDIE,164,7.93,0,Ble,Oceanique,Paysage mixte,Open field,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Semi ombrage,Ouest,0,0,0,,628398,95977942.1554526,21,6.98765464670518,-272.864879114488
NORMANDIE,164,7.93,0,Ble,Oceanique,Paysage mixte,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,626210,95977942.1855428,21,7.14528906766106,-272.835408648323
BOURGOGNE-FRANCHE-COMTE,263,12,1,Ble,Semi-continental nord,Open field,,Zone de grandes cultures,Zone de grandes cultures,Plateau,0,Plein soleil,Ouest,0,0,0,,1081721,95977942.4654675,21,6.96697304176562,-272.366484301018
GRAND-EST,170,0.62,1,Salade,Semi-continental nord,Open field,"Batis, milieu suburbain",Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Sud-Ouest,0,0,0,,1094138,95977942.9998263,21,6.60059977726764,-272.788672941277
NORMANDIE,66,18.7,1,Ble,Oceanique,Open field,"Batis, milieu rural",Zone de grandes cultures,Zone de grandes cultures,Fond de vallee,0,Semi ombrage,Information inconnue,0,0,0,,626931,95977942.2286699,21,7.28882095673505,-272.740704166188
OCCITANIE,150,5.54,1,Vigne,Mediterraneen,Paysage mixte,,,,Plateau,0,,,0,0,0,,1095534,95977942.2128396,22,10.7790326395342,-274.048772208921
OCCITANIE,,2.6,1,Vigne,Mediterraneen,,,,,,0,,,0,0,0,,1099191,95977942.3760227,3,10.0720799681428,-274.703573251699
OCCITANIE,70,0.7,1,Vigne,Mediterraneen,Paysage mixte,,Bassin arboricole,Bassin arboricole,Plaine,0,Plein soleil,Nord,0,1,0,,1099187,95977942.3307422,21,11.3371835855337,-274.530768956894
OCCITANIE,,,0,Salade,,,,,,,0,,,0,0,0,,1099190,95977942.3645369,22,10.7100006964899,-274.683745156565
OCCITANIE,80,21,1,Mais,Oceanique a semi oceanique sud,Open field,,,,Plaine,1,Plein soleil,Sud-Ouest,0,1,1,,1079480,95977941.9730295,21,8.99322803866479,-273.150000393775
NOUVELLE-AQUITAINE,3,20,1,Vigne,Oceanique,Open field,Paysage mixte,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Est,0,0,0,,1068541,95977941.8929209,1,9.58140989450308,-272.965258280436
BRETAGNE,45,1.3,1,Mais,Oceanique,Bocage a dominante polyculture elevage,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Haut de coteau,0,Semi ombrage,Sud-Ouest,0,1,0,,632752,95977942.2304264,21,8.15773662782851,-273.140298207601
OCCITANIE,3,,1,Salade,Mediterraneen,Open field,,,,Plaine,0,Plein soleil,Nord-Ouest,0,0,0,,1095524,95977942.1208979,24,10.8559614143624,-274.091519791559
OCCITANIE,,0.27,1,Vigne,"Mediterraneen, zone de l'olivier",,,,,,0,Plein soleil,,0,0,0,,1094068,95977942.1275225,22,10.8357114172601,-273.832532412046
NOUVELLE-AQUITAINE,,1.48,1,Vigne,Oceanique,Paysage mixte,,Bassin viticole,Bassin viticole,Plaine,0,Plein soleil,Ouest,0,0,0,,1066364,95977941.9386043,21,8.93750514984131,-273.405563735962
GRAND-EST,125,1.7,1,Vigne,Continental,Autres,Information inconnue,Bassin viticole,Bassin viticole,Information inconnue,1,Plein soleil,Ouest,0,0,0,,1073707,95977942.4227694,21,6.44356662069845,-272.572396618581
OCCITANIE,165,2.9,1,Vigne,Oceanique a semi oceanique sud,Paysage mixte,,Bassin viticole,Bassin viticole,Bas de coteau,0,Plein soleil,,0,0,0,,1086777,95977942.0676353,21,8.68161245776761,-272.430776879095
NOUVELLE-AQUITAINE,35,2.76,1,Ble,Oceanique a semi-oceanique nord,Bocage a dominante polyculture elevage,,Zone de grandes cultures,Zone de grandes cultures,Plaine,0,Plein soleil,Ouest,0,1,0,,1064179,95977941.9385189,21,8.94876398359026,-273.754409884814
OCCITANIE,,,1,Vigne,Mediterraneen,,,,,,0,,,0,0,0,,1095524,95977942.1208979,24,10.8559614143624,-274.091519791559
NORMANDIE,95,8.96,1,Ble,Oceanique,"Batis, milieu rural",Bocage a dominante polyculture elevage,Zone de grandes cultures,Zone de grandes cultures,Bas de coteau,0,Semi ombrage,,0,0,0,,627662,95977942.2070055,21,7.52500186647688,-272.673393612816
OCCITANIE,144,8.2,1,Vigne,,Open field,,Bassin viticole,Bassin viticole,Haut de coteau,0,Plein soleil,,0,0,0,,1077288,95977941.9299297,21,9.01493619943594,-273.069868409788
NORMANDIE,113,11.5,1,Ble,Continental,Open field,Paysage mixte,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,Plein soleil,Sud-Est,0,0,0,,619641,95977942.31984,21,7.65351139313993,-271.839940299765
NOUVELLE-AQUITAINE,,,1,Vigne,Oceanique,Paysage mixte,Paysage mixte,,,,0,Plein soleil,,0,0,0,,1068544,95977941.909585,24,9.37201430362725,-273.141636110702
NOUVELLE-AQUITAINE,,,1,Vigne,Oceanique,,,,,,0,Plein soleil,,0,0,0,,1069272,95977941.9075603,24,9.53662858950864,-273.008472029571
NORMANDIE,,4.71,1,Ble,Continental,,,Zone de polyculture-elevage,Zone de polyculture-elevage,Plaine,0,,,0,0,0,,625479,95977942.2065026,21,7.09882964526906,-272.7541773179
